2.411357760429382324e-01,5.823473911350485199e-01,1.000000000000000000e+00
1.991859972476959229e-01,5.809403404652948577e-01,1.000000000000000000e+00
4.284113645553588867e-01,6.411214911651739179e-01,1.000000000000000000e+00
8.146284818649291992e-01,3.732224918379895562e-01,1.000000000000000000e+00
9.153464436531066895e-01,7.356225519853640815e-01,1.000000000000000000e+00
3.166542649269104004e-01,2.139693969038785337e-01,1.000000000000000000e+00
1.008825823664665222e-01,2.888775665044235330e-01,1.000000000000000000e+00
9.006425142288208008e-01,8.480987916529708626e-01,1.000000000000000000e+00
8.306918740272521973e-01,5.291301901962298659e-01,1.000000000000000000e+00
2.814755439758300781e-01,5.126037789002588774e-01,1.000000000000000000e+00
7.597389221191406250e-01,3.804146347685528617e-01,1.000000000000000000e+00
8.498323559761047363e-01,1.949802427056685494e-01,1.000000000000000000e+00
6.933202743530273438e-01,7.272910833542322040e-01,1.000000000000000000e+00
6.886715292930603027e-01,1.753484854305498442e-01,1.000000000000000000e+00
3.797449469566345215e-01,4.088411155090208582e-01,1.000000000000000000e+00
3.512873351573944092e-01,4.264262342748661450e-01,1.000000000000000000e+00
6.595288515090942383e-01,6.971919800402737177e-01,1.000000000000000000e+00
8.840610384941101074e-01,7.282939439647313495e-01,1.000000000000000000e+00
3.392256796360015869e-01,2.775232358617362727e-01,1.000000000000000000e+00
2.817289829254150391e-01,3.829477200236617862e-01,1.000000000000000000e+00
3.798329532146453857e-01,4.949475225519706090e-01,1.000000000000000000e+00
6.285669207572937012e-01,5.134908752744054006e-01,1.000000000000000000e+00
6.095181703567504883e-01,4.242892605612974544e-01,1.000000000000000000e+00
5.310512781143188477e-01,6.358353550838365953e-01,1.000000000000000000e+00
5.221068859100341797e-01,3.766842637585612885e-01,1.000000000000000000e+00
1.398700475692749023e-01,4.030110834346765092e-01,1.000000000000000000e+00
6.170889735221862793e-01,3.074269551376898613e-01,1.000000000000000000e+00
4.197431802749633789e-01,1.348677567738059968e-01,1.000000000000000000e+00
6.476556658744812012e-01,6.846964534452206763e-01,1.000000000000000000e+00
3.786589503288269043e-01,7.857263771128019103e-01,1.000000000000000000e+00
8.694905638694763184e-01,6.892524371019930207e-01,1.000000000000000000e+00
4.701964259147644043e-01,5.741152005956891013e-01,1.000000000000000000e+00
1.170038357377052307e-01,2.363072407648776907e-01,1.000000000000000000e+00
3.627226948738098145e-01,2.374005649564801534e-01,1.000000000000000000e+00
5.952469110488891602e-01,5.002603057844896561e-01,1.000000000000000000e+00
9.106799960136413574e-01,7.500477487027470413e-01,1.000000000000000000e+00
6.991666555404663086e-01,8.144498092726931704e-01,1.000000000000000000e+00
7.948777675628662109e-01,6.680596185789566821e-01,1.000000000000000000e+00
7.767598032951354980e-01,7.139416317291285008e-01,1.000000000000000000e+00
7.699072360992431641e-01,7.037378286509298198e-01,1.000000000000000000e+00
9.476110339164733887e-01,7.262416496745645045e-01,1.000000000000000000e+00
7.937114238739013672e-01,5.548489590722817111e-01,1.000000000000000000e+00
7.718488574028015137e-01,6.863640589523305469e-01,1.000000000000000000e+00
6.975877881050109863e-01,7.343694334253012546e-01,1.000000000000000000e+00
9.404712319374084473e-01,7.402882450025826122e-01,1.000000000000000000e+00
8.453689217567443848e-01,3.426764364480011649e-01,1.000000000000000000e+00
6.573166847229003906e-01,4.593067325380635335e-01,1.000000000000000000e+00
6.510933637619018555e-01,5.396617394676738177e-01,1.000000000000000000e+00
5.210195183753967285e-01,3.466539054514026219e-01,1.000000000000000000e+00
6.596167683601379395e-01,2.554114971898452935e-01,1.000000000000000000e+00
9.582263231277465820e-01,4.925363515157399341e-01,1.000000000000000000e+00
8.521787524223327637e-01,4.214989270865223681e-01,1.000000000000000000e+00
9.266700744628906250e-01,5.211318010332680606e-01,1.000000000000000000e+00
7.352365851402282715e-01,4.653702675732090399e-01,1.000000000000000000e+00
7.454740405082702637e-01,6.326211122092896266e-01,1.000000000000000000e+00
9.055452346801757812e-01,7.964481989088221248e-01,1.000000000000000000e+00
8.068452477455139160e-01,4.707250099615954975e-01,1.000000000000000000e+00
