4.369287192821502686e-01,3.677141523614627094e-01,1.000000000000000000e+00
3.379525244235992432e-01,5.991541336418307884e-01,1.000000000000000000e+00
3.584956526756286621e-01,6.681072142952187987e-01,1.000000000000000000e+00
9.207912683486938477e-01,5.809773071809806178e-01,1.000000000000000000e+00
9.604466557502746582e-01,7.735037579890828852e-01,1.000000000000000000e+00
5.770209431648254395e-01,2.344795322220031286e-01,1.000000000000000000e+00
4.314906001091003418e-01,2.691694380588744995e-01,1.000000000000000000e+00
8.962390422821044922e-01,5.372686569100952880e-01,1.000000000000000000e+00
9.669340848922729492e-01,5.751684033127428819e-01,1.000000000000000000e+00
7.297034263610839844e-01,6.627430782135328435e-01,1.000000000000000000e+00
8.964408636093139648e-01,4.257521956336352553e-01,1.000000000000000000e+00
9.410250186920166016e-01,2.348813807729113468e-01,1.000000000000000000e+00
9.553205370903015137e-01,7.824736828043786785e-01,1.000000000000000000e+00
8.326243162155151367e-01,3.901332728902934255e-01,1.000000000000000000e+00
6.395058631896972656e-01,4.241525815817348555e-01,1.000000000000000000e+00
6.382747292518615723e-01,5.659776696517626604e-01,1.000000000000000000e+00
7.403450012207031250e-01,7.293712454052663219e-01,1.000000000000000000e+00
9.478582143783569336e-01,6.766483627439741078e-01,1.000000000000000000e+00
6.441655158996582031e-01,2.479509087317728344e-01,1.000000000000000000e+00
6.426824331283569336e-01,4.650390811055653550e-01,1.000000000000000000e+00
5.864439606666564941e-01,5.958359350791657683e-01,1.000000000000000000e+00
8.087729811668395996e-01,7.651041750966878219e-01,1.000000000000000000e+00
8.397120237350463867e-01,4.897567509623267368e-01,1.000000000000000000e+00
8.293732404708862305e-01,6.867562276570765567e-01,1.000000000000000000e+00
5.623867511749267578e-01,4.789051365796141435e-01,1.000000000000000000e+00
3.355161249637603760e-01,3.320084595912877190e-01,1.000000000000000000e+00
8.348167538642883301e-01,5.307160165827294884e-01,1.000000000000000000e+00
9.032875299453735352e-01,1.687922962765300849e-01,1.000000000000000000e+00
8.111233115196228027e-01,9.077896282289645846e-01,1.000000000000000000e+00
5.643717646598815918e-01,7.721654236925397097e-01,1.000000000000000000e+00
9.642431735992431641e-01,6.924867751374751412e-01,1.000000000000000000e+00
6.642141938209533691e-01,5.358611173350942281e-01,1.000000000000000000e+00
6.488506793975830078e-01,2.278392038126841324e-01,1.000000000000000000e+00
8.725531697273254395e-01,4.096980110205566961e-01,1.000000000000000000e+00
8.404245972633361816e-01,4.920110701242358942e-01,1.000000000000000000e+00
9.523656368255615234e-01,8.302394054851749416e-01,1.000000000000000000e+00
8.455798625946044922e-01,8.367517850426462456e-01,1.000000000000000000e+00
9.055218696594238281e-01,6.379980148175634636e-01,1.000000000000000000e+00
9.052631258964538574e-01,6.432077058475990095e-01,1.000000000000000000e+00
8.663206696510314941e-01,7.111794629256710243e-01,1.000000000000000000e+00
9.757525920867919922e-01,6.972013755074240038e-01,1.000000000000000000e+00
9.442012310028076172e-01,5.549638870810144065e-01,1.000000000000000000e+00
8.433449864387512207e-01,6.734357912977808613e-01,1.000000000000000000e+00
9.187781214714050293e-01,7.280625970222976973e-01,1.000000000000000000e+00
9.450986981391906738e-01,9.203216938781705325e-01,1.000000000000000000e+00
8.929414749145507812e-01,2.885119360244688957e-01,1.000000000000000000e+00
7.988874316215515137e-01,6.623095222679202809e-01,1.000000000000000000e+00
9.012951850891113281e-01,6.525340260937088077e-01,1.000000000000000000e+00
8.750680088996887207e-01,4.788201411064176849e-01,1.000000000000000000e+00
9.561676979064941406e-01,2.609311650803895488e-01,1.000000000000000000e+00
9.881497621536254883e-01,5.779616293836371543e-01,1.000000000000000000e+00
9.653841853141784668e-01,4.486412062353027363e-01,1.000000000000000000e+00
9.800831675529479980e-01,5.873458696401951951e-01,1.000000000000000000e+00
9.486798644065856934e-01,4.800982887493089879e-01,1.000000000000000000e+00
9.370148181915283203e-01,8.064176780738225858e-01,1.000000000000000000e+00
9.740536808967590332e-01,7.543688932415102411e-01,1.000000000000000000e+00
9.559731483459472656e-01,4.649717023275943828e-01,1.000000000000000000e+00
9.205098152160644531e-01,4.703209286619940976e-01,1.000000000000000000e+00
7.840667963027954102e-01,3.060936741808152894e-01,1.000000000000000000e+00
6.875516176223754883e-01,5.620590636073152790e-01,1.000000000000000000e+00
9.219369292259216309e-01,3.775398680360070314e-01,1.000000000000000000e+00
8.320834636688232422e-01,5.996591210171872133e-01,1.000000000000000000e+00
9.452069401741027832e-01,2.048771880180848826e-01,1.000000000000000000e+00
7.696774005889892578e-01,5.847284823019593958e-01,1.000000000000000000e+00
6.927744746208190918e-01,3.843230187051970281e-01,1.000000000000000000e+00
9.328642487525939941e-01,7.592708749449008643e-01,1.000000000000000000e+00
9.338088631629943848e-01,4.642951736458429401e-01,1.000000000000000000e+00
9.630559086799621582e-01,7.708185347543541344e-01,1.000000000000000000e+00
9.676988124847412109e-01,3.208606459352649209e-01,1.000000000000000000e+00
9.908000826835632324e-01,6.831897198478507072e-01,1.000000000000000000e+00
9.598805308341979980e-01,4.525537426953432085e-01,1.000000000000000000e+00
9.075801968574523926e-01,7.657694582930130167e-01,1.000000000000000000e+00
8.540115356445312500e-01,7.007611708974963438e-01,1.000000000000000000e+00
5.924045443534851074e-01,8.165525093732888262e-01,1.000000000000000000e+00
8.126929402351379395e-01,6.469030366689277889e-01,1.000000000000000000e+00
